ORIG_FID,SIA2024BuildingType,BuildingAge,GlazingRatio
75534,MFH,1970,40
75535,MFH,1964,19
75536,MFH,1937,45
75537,MFH,1934,35
75538,MFH,1994,36
75539,MFH,1921,41
75540,MFH,1973,15
75541,MFH,1925,13
75542,MFH,1952,17
75543,MFH,1984,37
75544,MFH,1951,15
75545,MFH,1993,33
75546,MFH,1911,16
75547,MFH,1973,12
75548,MFH,2019,16
75549,MFH,1917,16
75550,MFH,1967,48
75551,MFH,1949,33
75552,MFH,1974,25
75553,MFH,1981,54
75554,MFH,2007,13
75555,MFH,1955,14
75556,MFH,1933,35
75557,MFH,1937,14
75558,MFH,1973,59
75559,MFH,1948,30
75560,MFH,1986,33
75561,MFH,1980,43
75562,MFH,1958,36
75563,MFH,1988,45
75564,MFH,1902,51
75565,MFH,1962,54
75566,MFH,1951,42
75567,MFH,1984,24
75568,MFH,1977,29
75569,MFH,1950,45
75570,MFH,1927,19
75571,MFH,1903,53
75572,MFH,1988,28
75573,MFH,2016,57
75574,MFH,1911,19
75575,MFH,1914,28
75576,MFH,1917,53
75577,MFH,2002,46
75578,MFH,1980,56
75579,MFH,1918,24
75580,MFH,2002,50
75581,MFH,1945,31
75582,MFH,1934,10
75583,MFH,1902,38
75584,MFH,1911,58
75585,MFH,1947,21
75586,MFH,1990,53
75587,MFH,2004,54
75588,MFH,1979,19
75589,MFH,2011,51
75590,MFH,1925,44
75591,MFH,2008,33
75592,MFH,1946,41
75593,MFH,1925,23
75594,MFH,2004,25
75595,MFH,1961,58
75596,MFH,1922,33
75597,MFH,1947,55
75598,MFH,1924,20
75599,MFH,1925,23
75600,MFH,1969,40
75601,MFH,1938,10
75602,MFH,1914,54
75603,MFH,1960,50
75604,MFH,1997,25
75605,MFH,1945,57
75606,MFH,1996,53
75607,MFH,1961,41
75608,MFH,1994,26
75609,MFH,1971,13
75610,MFH,1930,26
75611,MFH,2011,28
75612,MFH,1955,11
75613,MFH,2008,19
75614,MFH,1994,23
75615,MFH,1952,14
75616,MFH,1971,55
75617,MFH,1956,35
75618,MFH,1975,34
75619,MFH,2018,16
75620,MFH,1920,51
75621,MFH,1928,47
75622,MFH,1926,26
75623,MFH,1907,30
75624,MFH,1971,16
75625,MFH,1935,33
75626,MFH,2001,32
75627,MFH,1904,11
75628,MFH,1962,19
75629,MFH,1968,41
75630,MFH,1947,30
75631,MFH,1982,27
75632,MFH,1981,31
75633,MFH,1954,45
75634,MFH,1988,49
75635,MFH,2019,11
75636,MFH,1978,42
75637,MFH,1904,50
75638,MFH,2009,17
75639,MFH,1904,38
75640,MFH,1949,15
75641,MFH,1979,10
75642,MFH,1941,42
75643,MFH,1982,21
75644,MFH,1985,16
75645,MFH,1906,14
75646,MFH,1949,14
75647,MFH,1987,15
75648,MFH,1965,10
75649,MFH,2001,32
75650,MFH,1908,26
75651,MFH,2014,39
75652,MFH,1926,18
75653,MFH,1929,36
75654,MFH,1998,38
75655,MFH,1970,30
75656,MFH,1930,31
75657,MFH,1950,56
75658,MFH,1982,55
75659,MFH,1921,37
75660,MFH,1949,37
75661,MFH,1958,26
75662,MFH,1934,37
75663,MFH,1902,40
75664,MFH,1949,45
75665,MFH,1925,27
75666,MFH,1983,22
75667,MFH,1939,18
75668,MFH,1939,43
75669,MFH,1966,35
75670,MFH,1923,46
75671,MFH,2013,27
75672,MFH,1975,57
75673,MFH,1926,13
75674,MFH,1957,27
75675,MFH,1999,19
75676,MFH,1950,49
75677,MFH,1927,28
75678,MFH,1923,19
75679,MFH,1908,49
75680,MFH,1953,53
75681,MFH,1988,48
75682,MFH,1985,40
75683,MFH,1931,47
75684,MFH,1958,40
75685,MFH,1946,37
75686,MFH,1989,46
75687,MFH,1953,34
75688,MFH,1973,24
75689,MFH,1911,11
75690,MFH,1984,59
75691,MFH,2003,55
75692,MFH,1926,11
75693,MFH,1959,20
75694,MFH,1926,10
75695,MFH,2007,34
75696,MFH,1914,37
75697,MFH,1944,10
75698,MFH,1931,40
75699,MFH,1955,23
75700,MFH,1912,50
75701,MFH,2010,46
75702,MFH,1907,13
75703,MFH,1940,29
75704,MFH,1939,28
75705,MFH,1972,59
75706,MFH,2018,54
75707,MFH,1944,14
75708,MFH,1970,56
75709,MFH,1991,29
75710,MFH,1997,13
75711,MFH,1913,30
75712,MFH,1954,15
75713,MFH,1912,58
75714,MFH,2014,11
75715,MFH,1968,54
75716,MFH,1909,46
75717,MFH,1967,26
75718,MFH,1905,26
75719,MFH,1969,46
75720,MFH,2001,19
75721,MFH,1905,59
75722,MFH,1921,52
75723,MFH,1997,32
75724,MFH,1950,35
75725,MFH,1968,19
75726,MFH,1919,50
75727,MFH,1940,28
75728,MFH,1909,38
75729,MFH,1913,36
75730,MFH,2005,45
75731,MFH,2009,34
75732,MFH,1903,27
75733,MFH,1901,14
75734,MFH,1921,19
75735,MFH,2010,33
75736,MFH,1932,27
75737,MFH,2005,24
75738,MFH,1940,47
75739,MFH,2000,49
75740,MFH,1929,43
75741,MFH,1901,38
75742,MFH,1945,37
75743,MFH,1968,42
75744,MFH,1980,22
75745,MFH,1912,39
75746,MFH,1994,58
75747,MFH,1919,49
75748,MFH,1959,36
75749,MFH,1949,15
75750,MFH,1988,23
75751,MFH,1988,15
75752,MFH,1930,58
75753,MFH,1925,45
75754,MFH,1901,54
75755,MFH,2000,56
75756,MFH,1989,37
75757,MFH,1938,45
75758,MFH,1920,10
75759,MFH,1991,39
75760,MFH,1951,51
75761,MFH,1946,20
75762,MFH,1975,47
75763,MFH,1907,35
75764,MFH,1985,26
75765,MFH,1933,52
75766,MFH,1909,54
75767,MFH,1914,43
75768,MFH,2004,48
75769,MFH,1922,17
75770,MFH,1974,34
75771,MFH,1966,56
75772,MFH,1968,34
75773,MFH,1905,22
75774,MFH,1944,29
75775,MFH,1994,25
75776,MFH,2016,49
75777,MFH,1965,32
75778,MFH,1985,21
75779,MFH,1955,22
75780,MFH,1904,41
75781,MFH,1969,35
75782,MFH,1956,34
75783,MFH,1913,50
75784,MFH,1925,49
75785,MFH,1937,51
75786,MFH,1981,37
75787,MFH,1935,41
75788,MFH,1958,34
75789,MFH,1991,52
75790,MFH,2018,53
75791,MFH,1927,29
75792,MFH,1964,25
75793,MFH,1979,44
75794,MFH,1946,37
75795,MFH,1951,16
75796,MFH,1985,38
75797,MFH,1958,22
75798,MFH,1970,19
75799,MFH,1906,29
75800,MFH,1923,41
75801,MFH,1974,59
75802,MFH,1969,18
75803,MFH,1933,33
75804,MFH,2006,56
75805,MFH,2002,30
75806,MFH,1970,34
75807,MFH,2007,28
75808,MFH,1951,24
75809,MFH,2012,45
75810,MFH,2012,54
75811,MFH,1992,20
75812,MFH,1903,37
75813,MFH,1940,28
75814,MFH,2010,43
75815,MFH,1922,16
75816,MFH,1900,26
75817,MFH,1975,15
75818,MFH,1937,19
75819,MFH,1915,58
75820,MFH,2003,19
75821,MFH,1974,29
75822,MFH,1910,13
75823,MFH,1971,29
75824,MFH,2011,27
75825,MFH,1921,31
75826,MFH,1932,15
75827,MFH,1975,52
75828,MFH,1908,37
75829,MFH,2007,52
75830,MFH,1903,43
75831,MFH,1911,34
75832,MFH,2014,50
75833,MFH,2009,46
75834,MFH,1990,31
75835,MFH,1984,55
75836,MFH,1983,56
75837,MFH,1943,51
75838,MFH,1907,58
75839,MFH,1991,41
75840,MFH,1963,21
75841,MFH,2018,14
75842,MFH,1950,46
75843,MFH,1983,38
75844,MFH,1984,10
75845,MFH,1951,48
75846,MFH,2009,35
75847,MFH,1931,19
75848,MFH,1905,46
75849,MFH,1949,25
75850,MFH,1900,57
75851,MFH,1931,36
75852,MFH,1913,46
75853,MFH,1918,35
75854,MFH,1929,54
75855,MFH,2017,52
75856,MFH,1902,21
75857,MFH,1944,29
75858,MFH,1991,55
75859,MFH,1965,52
75860,MFH,1998,30
75861,MFH,1915,46
75862,MFH,1937,23
75863,MFH,1942,42
75864,MFH,1912,57
75865,MFH,1935,39
75866,MFH,1990,20
75867,MFH,2017,32
75868,MFH,1963,59
75869,MFH,2019,30
75870,MFH,1980,16
75871,MFH,2012,20
75872,MFH,1998,51
75873,MFH,1957,55
75874,MFH,1901,58
75875,MFH,1918,51
75876,MFH,2017,55
75877,MFH,1945,56
75878,MFH,1948,47
75879,MFH,1983,46
75880,MFH,1973,11
75881,MFH,1957,37
75882,MFH,1925,35
75883,MFH,2011,42
75884,MFH,2018,59
75885,MFH,1906,45
75886,MFH,1985,13
75887,MFH,1988,43
75888,MFH,1947,45
75889,MFH,1965,27
75890,MFH,2014,17
75891,MFH,1934,40
75892,MFH,1949,28
75893,MFH,1979,23
75894,MFH,1975,32
75895,MFH,1996,44
75896,MFH,2012,11
75897,MFH,1982,12
75898,MFH,1902,24
75899,MFH,2004,22
75900,MFH,1985,54
75901,MFH,1975,37
75902,MFH,1976,38
75903,MFH,2007,39
75904,MFH,1938,54
75905,MFH,2005,53
75906,MFH,1934,10
75907,MFH,2007,29
75908,MFH,1948,30
75909,MFH,1983,59
75910,MFH,1992,25
75911,MFH,1952,12
75912,MFH,1988,26
75913,MFH,1904,45
75914,MFH,1939,52
75915,MFH,1908,22
75916,MFH,1913,47
75917,MFH,2009,16
75918,MFH,1959,20
75919,MFH,1914,43
75920,MFH,1932,56
75921,MFH,1928,57
75922,MFH,1939,14
75923,MFH,1908,13
75924,MFH,1942,49
75925,MFH,1937,35
75926,MFH,1930,37
75927,MFH,1929,53
75928,MFH,1981,25
75929,MFH,1997,40
75930,MFH,1951,49
75931,MFH,1963,36
75932,MFH,1912,25
75933,MFH,1969,10
75934,MFH,1973,47
75935,MFH,1928,47
75936,MFH,1908,17
75937,MFH,1926,37
75938,MFH,2017,53
75939,MFH,1977,54
75940,MFH,1905,34
75941,MFH,1963,52
75942,MFH,1955,26
75943,MFH,1930,39
75944,MFH,1910,29
75945,MFH,1954,26
75946,MFH,1915,27
75947,MFH,2015,36
75948,MFH,1982,51
75949,MFH,1930,54
75950,MFH,1908,37
75951,MFH,1961,31
75952,MFH,1925,30
75953,MFH,1926,45
75954,MFH,1999,17
75955,MFH,2009,44
75956,MFH,1902,51
75957,MFH,1975,25
75958,MFH,1986,46
75959,MFH,2005,47
75960,MFH,1956,29
75961,MFH,1997,17
75962,MFH,1911,10
75963,MFH,1990,24
75964,MFH,1913,43
75965,MFH,2013,47
75966,MFH,1906,49
75967,MFH,1925,22
75968,MFH,1944,26
75969,MFH,1958,30
75970,MFH,1963,13
75971,MFH,1946,32
75972,MFH,1926,47
75973,MFH,1971,29
75974,MFH,1941,23
75975,MFH,1918,22
75976,MFH,1961,23
75977,MFH,2013,18
75978,MFH,1960,14
75979,MFH,2015,57
75980,MFH,2014,39
75981,MFH,1927,50
75982,MFH,2017,33
75983,MFH,1975,17
75984,MFH,2010,14
75985,MFH,1948,24
75986,MFH,1991,31
75987,MFH,2007,54
75988,MFH,1916,45
75989,MFH,1930,17
75990,MFH,1996,28
75991,MFH,1902,52
75992,MFH,1921,57
75993,MFH,1959,57
75994,MFH,1989,59
75995,MFH,2010,15
75996,MFH,1928,46
75997,MFH,1983,13
75998,MFH,1972,46
75999,MFH,1909,47
76000,MFH,1978,42
76001,MFH,1990,18
76002,MFH,1968,36
76003,MFH,1912,43
76004,MFH,1908,49
76005,MFH,2018,53
76006,MFH,2012,56
76007,MFH,1941,32
76008,MFH,1995,49
76009,MFH,1927,38
76010,MFH,1955,16
76011,MFH,2013,14
76012,MFH,1952,33
76013,MFH,1915,14
76014,MFH,1975,34
76015,MFH,1919,11
76016,MFH,2013,10
76017,MFH,1914,32
76018,MFH,1935,52
76019,MFH,1956,19
76020,MFH,1953,16
76021,MFH,1911,19
76022,MFH,1938,44
76023,MFH,1974,16
76024,MFH,1928,12
76025,MFH,2000,39
76026,MFH,1924,35
76027,MFH,2001,43
76028,MFH,1918,23
76029,MFH,1979,27
76030,MFH,1929,38
76031,MFH,1922,58
76032,MFH,1982,36
76033,MFH,2012,17
76034,MFH,2004,13
76035,MFH,1915,15
76036,MFH,1910,46
76037,MFH,1962,54
76038,MFH,1974,44
76039,MFH,2000,56
76040,MFH,1946,48
76041,MFH,2004,23
76042,MFH,1906,28
76043,MFH,1979,21
76044,MFH,1962,13
76045,MFH,1993,17
76046,MFH,2008,48
76047,MFH,1967,17
76048,MFH,1902,21
76049,MFH,2016,49
76050,MFH,1959,38
76051,MFH,1978,31
76052,MFH,1920,20
76053,MFH,1969,25
76054,MFH,1942,51
76055,MFH,1969,14
76056,MFH,1948,45
76057,MFH,1993,46
76058,MFH,1978,48
76059,MFH,1901,47
76060,MFH,1988,35
76061,MFH,1967,26
76062,MFH,1994,17
76063,MFH,1903,57
76064,MFH,2018,53
76065,MFH,1968,57
76066,MFH,1991,40
76067,MFH,1996,34
76068,MFH,1905,47
76069,MFH,1937,27
76070,MFH,1999,22
76071,MFH,1963,57
76072,MFH,2018,56
76073,MFH,1987,38
76074,MFH,1925,37
76075,MFH,1921,36
76076,MFH,1936,46
76077,MFH,1964,27
76078,MFH,1909,54
76079,MFH,1903,40
76080,MFH,1981,58
76081,MFH,1965,58
76082,MFH,1917,49
76083,MFH,2006,19
76084,MFH,1991,14
76085,MFH,2019,14
76086,MFH,1911,54
76087,MFH,1992,16
76088,MFH,2017,56
76089,MFH,1936,54
76090,MFH,1909,24
76091,MFH,1950,22
76092,MFH,1922,44
76093,MFH,1989,17
76094,MFH,1952,36
76095,MFH,1982,49
76096,MFH,1916,31
76097,MFH,1935,33
76098,MFH,1947,39
76099,MFH,1920,18
76100,MFH,1912,16
76101,MFH,1965,34
76102,MFH,1995,58
76103,MFH,1961,41
76104,MFH,1916,43
76105,MFH,1929,55
76106,MFH,2012,19
76107,MFH,1930,21
76108,MFH,1965,32
76109,MFH,1922,10
76110,MFH,1945,52
76111,MFH,1932,49
76112,MFH,1901,26
76113,MFH,1986,57
76114,MFH,1972,33
76115,MFH,1915,54
76116,MFH,1946,58
76117,MFH,1911,59
76118,MFH,1964,37
76119,MFH,1957,27
76120,MFH,1979,30
76121,MFH,1933,22
76122,MFH,2017,38
76123,MFH,1923,30
76124,MFH,1946,15
76125,MFH,1993,24
76126,MFH,1908,27
76127,MFH,1912,56
76128,MFH,1980,10
76129,MFH,2016,36
76130,MFH,1965,28
76131,MFH,2014,48
76132,MFH,1988,37
76133,MFH,1941,49
76134,MFH,1951,41
76135,MFH,2000,56
76136,MFH,1911,33
76137,MFH,1952,48
76138,MFH,1908,10
76139,MFH,1963,44
76140,MFH,2009,13
76141,MFH,1912,47
76142,MFH,1905,58
76143,MFH,1903,52
76144,MFH,1931,30
76145,MFH,1903,25
76146,MFH,1962,34
76147,MFH,1999,11
76148,MFH,1993,46
76149,MFH,2017,15
76150,MFH,2019,25
76151,MFH,1919,36
76152,MFH,1971,42
76153,MFH,1930,11
76154,MFH,1982,20
76155,MFH,1984,51
76156,MFH,1917,43
76157,MFH,1931,49
76158,MFH,1925,33
76159,MFH,1987,40
76160,MFH,1982,13
76161,MFH,2002,48
76162,MFH,1974,33
76163,MFH,1982,33
76164,MFH,1949,10
76165,MFH,2006,10
76166,MFH,1984,35
76167,MFH,1913,47
76168,MFH,1950,58
76169,MFH,1924,53
76170,MFH,1987,44
76171,MFH,1935,22
76172,MFH,1919,59
76173,MFH,1959,19
76174,MFH,1908,52
76175,MFH,1991,44
76176,MFH,1982,57
76177,MFH,1909,27
76178,MFH,1933,15
76179,MFH,1935,25
76180,MFH,1962,43
76181,MFH,1963,35
76182,MFH,1997,21
76183,MFH,1956,54
76184,MFH,2011,19
76185,MFH,2014,57
76186,MFH,1974,11
76187,MFH,1944,29
76188,MFH,2009,52
76189,MFH,1950,31
76190,MFH,1927,39
76191,MFH,1985,57
76192,MFH,1933,35
76193,MFH,1993,39
76194,MFH,1906,29
76195,MFH,1924,35
76196,MFH,1968,29
76197,MFH,1934,17
76198,MFH,1920,31
76199,MFH,1932,49
76200,MFH,1992,55
76201,MFH,1986,12
76202,MFH,1913,50
76203,MFH,1926,51
76204,MFH,1957,41
76205,MFH,1902,54
76206,MFH,1978,42
76207,MFH,1944,11
76208,MFH,1950,49
76209,MFH,1945,50
76210,MFH,1921,56
76211,MFH,1966,14
76212,MFH,1985,31
76213,MFH,1912,59
76214,MFH,1995,22
76215,MFH,1976,42
76216,MFH,1983,51
76217,MFH,1971,23
76218,MFH,1953,54
76219,MFH,1926,27
76220,MFH,1905,20
76221,MFH,1960,16
76222,MFH,1942,21
76223,MFH,1989,57
76224,MFH,1917,54
76225,MFH,1945,58
76226,MFH,1957,26
76227,MFH,1978,45
76228,MFH,1973,35
76229,MFH,2018,14
76230,MFH,2009,46
76231,MFH,1929,26
76232,MFH,1979,24
76233,MFH,1943,44
76234,MFH,2004,29
76235,MFH,1918,44
76236,MFH,1993,31
76237,MFH,1920,52
76238,MFH,1998,29
76239,MFH,1934,14
76240,MFH,1957,25
76241,MFH,1901,24
76242,MFH,1927,58
76243,MFH,1933,55
76244,MFH,1991,48
76245,MFH,2003,35
76246,MFH,2012,15
76247,MFH,1911,41
76248,MFH,1953,27
76249,MFH,2007,52
76250,MFH,2006,35
76251,MFH,1967,12
76252,MFH,2006,11
76253,MFH,1979,37
76254,MFH,1915,50
76255,MFH,1940,18
76256,MFH,1916,44
76257,MFH,1917,35
76258,MFH,1953,14
76259,MFH,1914,54
76260,MFH,2006,28
76261,MFH,1974,41
76262,MFH,1941,39
76263,MFH,2008,40
76264,MFH,1949,45
76265,MFH,1990,53
76266,MFH,1900,47
76267,MFH,1967,31
76268,MFH,1902,21
76269,MFH,1975,18
76270,MFH,2007,25
76271,MFH,1909,33
76272,MFH,1930,34
76273,MFH,1982,26
76274,MFH,2001,11
76275,MFH,1926,33
76276,MFH,1952,39
76277,MFH,1949,57
76278,MFH,1999,52
76279,MFH,1953,45
76280,MFH,1913,14
76281,MFH,1971,17
76282,MFH,1951,38
76283,MFH,1919,31
76284,MFH,2018,36
76285,MFH,1962,48
76286,MFH,1945,39
76287,MFH,1932,35
76288,MFH,1951,10
76289,MFH,1956,32
76290,MFH,1992,12
76291,MFH,1918,33
76292,MFH,2014,36
76293,MFH,1916,30
76294,MFH,1998,15
76295,MFH,1972,33
76296,MFH,1956,15
76297,MFH,1953,10
76298,MFH,1942,41
76299,MFH,1931,35
76300,MFH,1923,24
76301,MFH,1964,44
76302,MFH,2016,13
76303,MFH,1902,44
76304,MFH,1950,49
76305,MFH,1920,25
76306,MFH,1973,56
76307,MFH,1994,24
76308,MFH,1967,38
76309,MFH,1971,58
76310,MFH,1960,46
76311,MFH,1908,23
76312,MFH,1907,32
76313,MFH,1993,31
76314,MFH,2012,50
76315,MFH,2013,19
76316,MFH,2001,15
76317,MFH,1922,11
76318,MFH,1947,58
76319,MFH,1953,18
76320,MFH,2013,54
76321,MFH,2000,32
76322,MFH,1990,32
76323,MFH,1996,59
76324,MFH,1962,48
76325,MFH,1949,16
76326,MFH,1996,20
76327,MFH,1963,58
76328,MFH,1970,44
76329,MFH,1996,42
76330,MFH,1926,50
76331,MFH,2018,25
76332,MFH,1927,24
76333,MFH,1973,44
76334,MFH,1943,14
76335,MFH,1956,15
76336,MFH,1981,37
76337,MFH,1947,38
76338,MFH,1940,12
76339,MFH,2010,43
76340,MFH,1906,28
76341,MFH,2006,38
76342,MFH,2008,55
76343,MFH,2008,11
76344,MFH,1942,14
76345,MFH,1969,24
76346,MFH,1977,52
76347,MFH,1906,12
76348,MFH,1955,14
76349,MFH,1970,39
76350,MFH,1987,37
76351,MFH,2016,52
76352,MFH,1938,46
76353,MFH,1909,49
76354,MFH,1932,10
76355,MFH,1942,30
76356,MFH,2016,23
76357,MFH,1982,10
76358,MFH,1953,18
76359,MFH,1995,56
76360,MFH,1966,36
76361,MFH,1914,24
76362,MFH,1946,27
76363,MFH,1916,30
76364,MFH,1928,20
76365,MFH,1962,37
76366,MFH,2004,52
76367,MFH,1989,55
76368,MFH,1991,26
76369,MFH,1951,54
76370,MFH,1992,28
76371,MFH,1944,51
76372,MFH,1957,50
76373,MFH,1987,19
76374,MFH,1949,37
76375,MFH,1961,22
76376,MFH,1960,17
76377,MFH,1988,53
76378,MFH,1979,18
76379,MFH,1979,52
76380,MFH,1941,25
76381,MFH,1958,59
76382,MFH,1982,37
76383,MFH,1918,58
76384,MFH,1913,31
76385,MFH,2010,57
76386,MFH,2019,50
76387,MFH,1994,43
76388,MFH,2006,21
76389,MFH,2019,11
76390,MFH,1949,28
76391,MFH,1944,39
76392,MFH,1935,41
76393,MFH,1933,36
76394,MFH,1965,10
76395,MFH,1964,30
76396,MFH,1918,12
76397,MFH,1982,47
76398,MFH,1954,31
76399,MFH,1947,48
76400,MFH,2013,52
76401,MFH,1919,36
76402,MFH,1988,44
76403,MFH,2003,43
76404,MFH,1928,35
76405,MFH,1921,54
76406,MFH,2005,14
76407,MFH,1958,19
76408,MFH,1930,47
76409,MFH,1935,42
76410,MFH,1935,54
76411,MFH,1973,36
76412,MFH,1983,34
76413,MFH,2014,45
76414,MFH,1939,32
76415,MFH,1920,15
76416,MFH,1996,54
76417,MFH,1987,59
76418,MFH,1932,35
76419,MFH,1973,54
76420,MFH,1929,11
76421,MFH,1972,59
76422,MFH,1934,47
76423,MFH,1944,52
76424,MFH,1928,59
76425,MFH,1957,49
76426,MFH,1965,37
76427,MFH,1960,53
76428,MFH,2002,17
76429,MFH,1903,48
76430,MFH,1956,12
76431,MFH,1981,51
76432,MFH,1910,33
76433,MFH,1927,45
76434,MFH,1936,22
76435,MFH,1900,22
76436,MFH,1932,20
76437,MFH,1952,59
76438,MFH,1945,14
76439,MFH,1978,17
76440,MFH,1929,49
76441,MFH,1997,56
76442,MFH,2008,36
76443,MFH,1907,58
76444,MFH,2011,23
76445,MFH,1943,47
76446,MFH,1991,27
76447,MFH,1938,44
76448,MFH,2009,48
76449,MFH,1925,40
76450,MFH,1903,33
76451,MFH,1978,37
76452,MFH,2001,35
76453,MFH,2014,30
76454,MFH,1933,39
76455,MFH,1945,42
76456,MFH,1952,12
76457,MFH,1943,49
76458,MFH,1962,34
76459,MFH,1947,58
76460,MFH,1940,57
76461,MFH,1947,27
76462,MFH,1915,41
76463,MFH,1964,43
76464,MFH,1967,50
76465,MFH,1960,23
76466,MFH,1918,12
76467,MFH,1934,33
76468,MFH,1939,16
76469,MFH,1943,55
76470,MFH,2009,56
76471,MFH,1968,47
76472,MFH,1955,14
76473,MFH,1900,33
76474,MFH,1918,25
76475,MFH,1941,11
76476,MFH,2017,15
76477,MFH,1937,13
76478,MFH,1918,53
76479,MFH,1913,27
76480,MFH,1979,54
76481,MFH,2014,30
76482,MFH,1982,36
76483,MFH,1994,52
76484,MFH,1924,13
76485,MFH,1990,43
76486,MFH,1934,16
76487,MFH,1978,54
76488,MFH,1928,33
76489,MFH,1941,42
76490,MFH,1916,43
76491,MFH,1931,41
76492,MFH,1921,43
76493,MFH,1943,56
76494,MFH,1990,57
76495,MFH,1995,41
76496,MFH,1909,38
76497,MFH,1914,28
76498,MFH,1943,23
76499,MFH,1970,32
76500,MFH,1994,27
76501,MFH,1908,48
76502,MFH,1912,29
76503,MFH,1982,59
76504,MFH,1994,53
76505,MFH,1993,22
76506,MFH,2008,49
76507,MFH,2002,52
76508,MFH,1997,33
76509,MFH,1927,26
76510,MFH,1989,30
76511,MFH,1967,50
76512,MFH,2006,39
76513,MFH,1950,26
76514,MFH,1917,27
76515,MFH,1992,16
76516,MFH,1998,13
76517,MFH,1995,37
76518,MFH,1963,24
76519,MFH,1980,30
76520,MFH,1992,12
76521,MFH,1922,33
76522,MFH,1934,43
76523,MFH,1924,11
76524,MFH,1954,21
76525,MFH,2012,10
76526,MFH,1936,46
76527,MFH,1985,56
76528,MFH,2009,36
76529,MFH,1968,39
76530,MFH,1992,37
76531,MFH,1987,54
76532,MFH,1945,25
76533,MFH,1946,49
76534,MFH,1976,27
76535,MFH,1939,21
76536,MFH,1911,39
76537,MFH,1991,33
76538,MFH,1941,59
76539,MFH,1985,19
76540,MFH,2012,23
76541,MFH,1952,50
76542,MFH,1972,22
76543,MFH,1946,23
76544,MFH,1974,14
76545,MFH,1911,11
76546,MFH,1903,52
76547,MFH,1965,29
76548,MFH,1973,40
76549,MFH,1947,18
76550,MFH,1984,18
76551,MFH,1950,26
76552,MFH,1905,32
76553,MFH,1957,47
76554,MFH,1997,39
76555,MFH,1961,51
76556,MFH,1920,48
76557,MFH,1950,57
76558,MFH,1968,35
76559,MFH,1936,42
76560,MFH,1948,29
76561,MFH,1980,39
76562,MFH,1979,34
76563,MFH,1902,19
76564,MFH,1901,37
76565,MFH,1943,18
76566,MFH,1913,37
76567,MFH,1972,15
76568,MFH,1995,55
76569,MFH,1975,48
76570,MFH,1974,22
76571,MFH,1940,54
76572,MFH,1929,22
76573,MFH,1994,48
76574,MFH,1916,43
76575,MFH,1998,35
76576,MFH,1934,43
76577,MFH,2010,55
76578,MFH,1987,33
76579,MFH,2011,20
76580,MFH,1962,57
76581,MFH,1942,54
76582,MFH,1979,13
76583,MFH,1982,39
76584,MFH,1963,45
76585,MFH,1910,59
76586,MFH,1918,49
76587,MFH,1961,36
76588,MFH,1906,32
76589,MFH,1927,55
76590,MFH,1925,22
76591,MFH,1983,41
76592,MFH,1907,10
76593,MFH,2001,56
76594,MFH,1924,28
76595,MFH,1948,48
76596,MFH,1943,29
76597,MFH,2002,23
76598,MFH,1958,30
76599,MFH,2002,38
76600,MFH,1917,26
76601,MFH,1997,31
76602,MFH,1990,26
76603,MFH,2014,56
76604,MFH,2019,22
76605,MFH,1992,58
76606,MFH,1948,15
76607,MFH,1984,33
76608,MFH,1951,10
76609,MFH,1995,50
76610,MFH,1972,44
76611,MFH,1914,41
76612,MFH,1910,38
76613,MFH,2002,28
76614,MFH,1920,26
76615,MFH,1939,22
76616,MFH,1973,21
76617,MFH,1942,20
76618,MFH,2010,22
76619,MFH,1955,49
76620,MFH,1959,19
76621,MFH,1920,52
76622,MFH,1976,16
76623,MFH,1949,26
76624,MFH,1957,43
76625,MFH,1952,22
76626,MFH,1951,13
76627,MFH,1908,29
76628,MFH,2012,23
76629,MFH,1982,24
76630,MFH,1925,26
76631,MFH,1945,48
76632,MFH,1911,52
76633,MFH,2003,59
76634,MFH,1951,43
76635,MFH,1947,41
76636,MFH,2014,18
76637,MFH,1929,30
76638,MFH,2002,52
76639,MFH,1968,13
76640,MFH,1935,40
76641,MFH,1948,53
76642,MFH,1998,43
76643,MFH,1951,59
76644,MFH,1906,10
76645,MFH,1908,57
76646,MFH,1964,48
76647,MFH,1940,24
76648,MFH,1976,31
76649,MFH,2017,10
76650,MFH,1918,54
76651,MFH,2009,17
76652,MFH,1959,28
76653,MFH,1926,45
76654,MFH,1930,26
76655,MFH,1983,53
76656,MFH,1946,43
76657,MFH,1924,41
76658,MFH,1922,56
76659,MFH,1932,23
76660,MFH,1988,50
76661,MFH,1927,38
76662,MFH,1976,55
76663,MFH,1998,17
76664,MFH,1920,27
76665,MFH,1981,40
76666,MFH,1994,31
76667,MFH,1958,59
76668,MFH,1978,49
76669,MFH,2016,33
76670,MFH,1928,30
76671,MFH,1960,32
76672,MFH,1976,42
76673,MFH,1974,33
76674,MFH,1943,31
76675,MFH,1900,37
76676,MFH,1946,17
76677,MFH,1901,17
76678,MFH,1912,27
76679,MFH,1951,10
76680,MFH,1965,10
76681,MFH,1909,19
76682,MFH,1931,13
76683,MFH,1954,23
76684,MFH,1934,57
76685,MFH,1992,42
76686,MFH,1979,15
76687,MFH,1982,57
76688,MFH,2016,46
76689,MFH,2010,45
76690,MFH,1978,58
76691,MFH,1943,55
76692,MFH,2007,28
76693,MFH,1990,55
76694,MFH,1931,27
76695,MFH,1928,57
76696,MFH,2007,39
